review,rating,date,bank,source,cleaned_text,textblob_sentiment,vader_sentiment,transformer_sentiment,transformer_score
"It does not work functional ,",1,2025-02-02,Dashen,Google Play,work functional,neutral,neutral,POSITIVE,0.9995833039283752
Ok,5,2025-02-02,Dashen,Google Play,ok,positive,positive,POSITIVE,0.9997851252555847
all of dashen bank customers use the application it is good to use,5,2025-02-01,Dashen,Google Play,dashen bank customer use application good use,positive,positive,POSITIVE,0.9935374855995178
Gret experience,5,2025-02-01,Dashen,Google Play,gret experience,neutral,neutral,NEGATIVE,0.7600310444831848
All good we need more,3,2025-01-31,Dashen,Google Play,good need,positive,positive,POSITIVE,0.999848484992981
"Dashen super app is easy to use, fast and robust",5,2025-01-31,Dashen,Google Play,dashen super app easy use fast robust,positive,positive,POSITIVE,0.9958296418190002
it was amazing app.....thank you dashen bank....,5,2025-01-30,Dashen,Google Play,amazing app thank dashen bank,positive,positive,POSITIVE,0.9998487234115601
Dashen bank super app for easy life.,5,2025-01-30,Dashen,Google Play,dashen bank super app easy life,positive,positive,POSITIVE,0.9592306017875671
Excellent UI/UX and beyond Banking services👍👍,5,2025-01-30,Dashen,Google Play,excellent beyond banking,positive,positive,POSITIVE,0.9998519420623779
Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,2,2025-01-29,Dashen,Google Play,send oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,neutral,positive,NEGATIVE,0.9847065806388855
Best,5,2025-01-29,Dashen,Google Play,best,positive,positive,POSITIVE,0.9997941851615906
Just Wow,5,2025-01-29,Dashen,Google Play,wow,positive,positive,POSITIVE,0.999592125415802
mobile banking to the next level,5,2025-01-28,Dashen,Google Play,mobile banking next level,neutral,neutral,POSITIVE,0.9627663493156433
Nice,5,2025-01-25,Dashen,Google Play,nice,positive,positive,POSITIVE,0.9998552799224854
The first 3 star review is me,3,2025-01-25,Dashen,Google Play,first 3 star review,positive,neutral,POSITIVE,0.998117208480835
Is not working,1,2025-01-25,Dashen,Google Play,working,neutral,neutral,POSITIVE,0.9987824559211731
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,2025-01-24,Dashen,Google Play,fast reliable user friendly amazing chatting feature keep always one step ahead,positive,positive,POSITIVE,0.9997833371162415
V good ❗️,5,2025-01-24,Dashen,Google Play,v good,positive,positive,POSITIVE,0.9984826445579529
"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",5,2025-01-23,Dashen,Google Play,app literally best thing ever chat banking easy text done super smooth fast honestly life saverif downloaded yet missing big time,positive,positive,NEGATIVE,0.9422592520713806
I only see white page,2,2025-01-23,Dashen,Google Play,see white page,neutral,neutral,NEGATIVE,0.9828705787658691
Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,5,2025-01-22,Dashen,Google Play,excellent banking app need need physical branch use dashen bank super app instead never issue anything dashen bank super app handled swiftly resolved satisfaction often write review would highly recommended everyone,positive,positive,POSITIVE,0.9931706190109253
Amizing Application 😍,5,2025-01-22,Dashen,Google Play,amizing application,neutral,neutral,NEGATIVE,0.9935480952262878
Fastest and easy to use,5,2025-01-22,Dashen,Google Play,fastest easy use,positive,positive,POSITIVE,0.9964796900749207
Ok,5,2025-01-21,Dashen,Google Play,ok,positive,positive,POSITIVE,0.9997851252555847
ጥሩ ነው,5,2025-01-21,Dashen,Google Play,ጥሩ ነው,neutral,neutral,NEGATIVE,0.7850592732429504
ስም ብቻ 😏,2,2025-01-21,Dashen,Google Play,ስም ብቻ,neutral,neutral,NEGATIVE,0.7850592732429504
Exellent app with exellent banking system and exellent bank ever,5,2025-01-21,Dashen,Google Play,exellent app exellent banking system exellent bank ever,neutral,neutral,NEGATIVE,0.9847196340560913
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,2025-01-20,Dashen,Google Play,amazing app use usual option transferring telebirr pesa available amole app omitted dasheen favourite keep,positive,positive,NEGATIVE,0.6873456835746765
Needs some improvement,5,2025-01-20,Dashen,Google Play,need improvement,neutral,positive,NEGATIVE,0.983095109462738
Amazing,5,2025-01-20,Dashen,Google Play,amazing,positive,positive,POSITIVE,0.999875545501709
Amazing super app,5,2025-01-19,Dashen,Google Play,amazing super app,positive,positive,POSITIVE,0.9998658895492554
I hope it will be better than amole,5,2025-01-18,Dashen,Google Play,hope better amole,positive,positive,NEGATIVE,0.9695064425468445
Wly Super App ilove it ❤️ 😍 💖 💕,5,2025-01-18,Dashen,Google Play,wly super app ilove,positive,positive,NEGATIVE,0.8581141233444214
Wow,5,2025-01-17,Dashen,Google Play,wow,positive,positive,POSITIVE,0.999592125415802
Dashen yichalal. Ewnetem one step a head,5,2025-01-17,Dashen,Google Play,dashen yichalal ewnetem one step head,neutral,neutral,NEGATIVE,0.9878954887390137
It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,4,2025-01-17,Dashen,Google Play,good performance need upgrade performance like login account fast balance show thing looking good carry thanks much greatest service,positive,positive,POSITIVE,0.9990504384040833
"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",5,2025-01-17,Dashen,Google Play,wonderful work saved time always one step ahead,positive,positive,POSITIVE,0.9998756647109985
“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,5,2025-01-17,Dashen,Google Play,imagine going back traditional banking using app convenient,neutral,neutral,NEGATIVE,0.9871557950973511
Pro max,5,2025-01-17,Dashen,Google Play,pro max,neutral,neutral,POSITIVE,0.9984601736068726
The most good app and easy,5,2025-01-16,Dashen,Google Play,good app easy,positive,positive,POSITIVE,0.9998089671134949
"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",5,2025-01-16,Dashen,Google Play,excellent user friendly app excellence make always one step ahead dashen bank always one step ahead,positive,positive,POSITIVE,0.9997723698616028
Proud to be dashen family . Shout out to the serial entrepreneur 👏,5,2025-01-16,Dashen,Google Play,proud dashen family shout serial entrepreneur,positive,positive,POSITIVE,0.9997852444648743
Excellent app.,5,2025-01-16,Dashen,Google Play,excellent app,positive,positive,POSITIVE,0.9998356103897095
First ATM in East africa ⭐️⭐️⭐️⭐️⭐️,5,2025-01-16,Dashen,Google Play,first atm east africa,positive,neutral,POSITIVE,0.9776875376701355
Best app.,5,2025-01-16,Dashen,Google Play,best app,positive,positive,POSITIVE,0.999686598777771
Better Move to catch the competition up👍,5,2025-01-16,Dashen,Google Play,better move catch competition,positive,positive,POSITIVE,0.9958183169364929
"Great job my home, my bank.",5,2025-01-16,Dashen,Google Play,great job home bank,positive,positive,POSITIVE,0.9996589422225952
Wow,5,2025-01-16,Dashen,Google Play,wow,positive,positive,POSITIVE,0.999592125415802
Always one step ahead! What a masterpiece.,5,2025-01-16,Dashen,Google Play,always one step ahead masterpiece,neutral,positive,POSITIVE,0.9998120665550232
Great App Well done Dashen Bank,5,2025-01-15,Dashen,Google Play,great app well done dashen bank,positive,positive,POSITIVE,0.9997735619544983
Great!,5,2025-01-15,Dashen,Google Play,great,positive,positive,POSITIVE,0.9998630285263062
Nice,5,2025-01-15,Dashen,Google Play,nice,positive,positive,POSITIVE,0.9998552799224854
"I love it but it has bugs during confirmation of password! So, please make it functional",5,2025-01-15,Dashen,Google Play,love bug confirmation password please make functional,positive,positive,POSITIVE,0.7164154052734375
Always one step forward,5,2025-01-15,Dashen,Google Play,always one step forward,neutral,neutral,POSITIVE,0.999639630317688
"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (Always one step ahead!)",4,2025-01-15,Dashen,Google Play,great advanced include caption allow customer transfer telebirr account dashen bank ኩሉ ሓደ ስጕሚ always one step ahead,positive,positive,POSITIVE,0.9962409734725952
Small size with vast features and functionalities.,5,2025-01-15,Dashen,Google Play,small size vast feature functionality,negative,neutral,POSITIVE,0.9952606558799744
Amazing app 👏 👌 Dashen bank one step a head,5,2025-01-15,Dashen,Google Play,amazing app dashen bank one step head,positive,positive,POSITIVE,0.9998273849487305
Best app,5,2025-01-15,Dashen,Google Play,best app,positive,positive,POSITIVE,0.999686598777771
"It has a great application features from the beginning. I'm glad to use it even I haven't used it yet because I haven't activated my account yet. But it's simple, comprehensive, full of information, and fast. በርቱ ዳሸኖች: The super app has impressed me more than I expected.",5,2025-01-15,Dashen,Google Play,great application feature beginning glad use even used yet activated account yet simple comprehensive full information fast በርቱ ዳሸኖች super app impressed expected,positive,positive,POSITIVE,0.9959136843681335
Dashen Bank Always One Step Ahead!,5,2025-01-15,Dashen,Google Play,dashen bank always one step ahead,neutral,neutral,POSITIVE,0.9996015429496765
U can't create account,1,2025-01-15,Dashen,Google Play,u ca create account,neutral,positive,POSITIVE,0.9962741136550903
Really super app... so seamless and with a nice user interface .. we are proud of you dashen bank ...,5,2025-01-15,Dashen,Google Play,really super app seamless nice user interface proud dashen bank,positive,positive,POSITIVE,0.9995753169059753
